05/04/19;09:15:10.981;INFO;Robot;Alarm inactive: Device is offline;
05/04/19;09:15:10.982;WARNING;Controller;Communication resumed, trying updating devices;
05/04/19;09:15:10.983;INFO;Controller;Finished device updating;
05/04/19;09:15:10.983;INFO;Controller;State = Ready;
05/04/19;09:34:31.116;INFO;Server;Command: ExecRobotTask (Initialize,500000);
05/04/19;09:34:31.117;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:34:31.117;INFO;Controller;Status = Executing: Initialize;
05/04/19;09:34:31.117;INFO;Controller;State = Running;
05/04/19;09:34:32.095;INFO;Robot Runtime;executing:    Initialize;
05/04/19;09:34:33.012;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
05/04/19;09:34:33.012;INFO;Controller;State = Ready;
05/04/19;09:34:33.053;INFO;Server;Command: ExecRobotTask (LatchRobGov,500000);
05/04/19;09:34:33.054;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:34:33.054;INFO;Controller;Status = Executing: LatchRobGov;
05/04/19;09:34:33.054;INFO;Controller;State = Running;
05/04/19;09:34:34.221;INFO;Robot Runtime;executing:    LatchRobGov;
05/04/19;09:34:34.761;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
05/04/19;09:34:34.761;INFO;Controller;State = Ready;
05/04/19;09:34:34.769;INFO;Server;Command: ExecRobotTask (TraceSample,500000);
05/04/19;09:34:34.769;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:34:34.769;INFO;Controller;Status = Executing: TraceSample;
05/04/19;09:34:34.769;INFO;Controller;State = Running;
05/04/19;09:34:35.823;INFO;Robot Runtime;executing:    TraceSample;
05/04/19;09:34:36.678;INFO;Controller;Activity ExecRobotTask ended. Return value: Done False/False/False;
05/04/19;09:34:36.678;INFO;Controller;State = Ready;
05/04/19;09:34:36.687;INFO;Server;Command: ExecRobotTask (CoolDown,500000);
05/04/19;09:34:36.688;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:34:36.688;INFO;Controller;Status = Executing: CoolDown;
05/04/19;09:34:36.688;INFO;Controller;State = Running;
05/04/19;09:34:37.596;INFO;Robot Runtime;executing:    CoolDown;
05/04/19;09:36:02.120;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
05/04/19;09:36:02.120;INFO;Controller;State = Ready;
05/04/19;09:36:02.353;INFO;Server;Command: ExecRobotTask (Load,500000);
05/04/19;09:36:02.354;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:36:02.354;INFO;Controller;Status = Executing: Load;
05/04/19;09:36:02.354;INFO;Controller;State = Running;
05/04/19;09:36:03.500;INFO;Robot Runtime;executing:    Load;
05/04/19;09:36:12.402;INFO;Controller;Activity ExecRobotTask ended. Return value: Done False/True/False;
05/04/19;09:36:12.403;INFO;Controller;State = Ready;
05/04/19;09:36:12.413;INFO;Server;Command: ExecRobotTask (Mount,500000);
05/04/19;09:36:12.413;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:36:12.414;INFO;Controller;Status = Executing: Mount;
05/04/19;09:36:12.414;INFO;Controller;State = Running;
05/04/19;09:36:13.490;INFO;Robot Runtime;executing:    Mount;
05/04/19;09:36:19.621;INFO;Controller;Activity ExecRobotTask ended. Return value: Done True/False/False;
05/04/19;09:36:19.621;INFO;Controller;State = Ready;
05/04/19;09:36:19.634;INFO;Server;Command: ExecRobotTask (Park,500000);
05/04/19;09:36:19.634;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:36:19.634;INFO;Controller;Status = Executing: Park;
05/04/19;09:36:19.634;INFO;Controller;State = Running;
05/04/19;09:36:20.530;INFO;Robot Runtime;executing:    Park;
05/04/19;09:36:23.939;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
05/04/19;09:36:23.939;INFO;Controller;State = Ready;
05/04/19;09:36:23.952;INFO;Server;Command: ExecRobotTask (UnlatchRobGov,500000);
05/04/19;09:36:23.953;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:36:23.953;INFO;Controller;Status = Executing: UnlatchRobGov;
05/04/19;09:36:23.953;INFO;Controller;State = Running;
05/04/19;09:36:25.118;INFO;Robot Runtime;executing:    UnlatchRobGov;
05/04/19;09:36:25.263;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
05/04/19;09:36:25.263;INFO;Controller;State = Ready;
05/04/19;09:40:03.170;INFO;Server;Command: ExecRobotTask (Unmount,500000);
05/04/19;09:40:03.170;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:40:03.170;INFO;Controller;Status = Executing: Unmount;
05/04/19;09:40:03.170;INFO;Controller;State = Running;
05/04/19;09:40:04.235;INFO;Robot Runtime;executing:    Unmount;
05/04/19;09:40:15.460;INFO;Controller;Activity ExecRobotTask ended. Return value: Done False/True/False;
05/04/19;09:40:15.460;INFO;Controller;State = Ready;
05/04/19;09:40:15.471;INFO;Server;Command: ExecRobotTask (Unload,500000);
05/04/19;09:40:15.472;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:40:15.472;INFO;Controller;Status = Executing: Unload;
05/04/19;09:40:15.472;INFO;Controller;State = Running;
05/04/19;09:40:16.344;INFO;Robot Runtime;executing:    Unload;
05/04/19;09:40:20.179;INFO;Controller;Activity ExecRobotTask ended. Return value: Done False/False/False;
05/04/19;09:40:20.179;INFO;Controller;State = Ready;
05/04/19;09:40:20.607;INFO;Server;Command: ExecRobotTask (Load,500000);
05/04/19;09:40:20.608;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
05/04/19;09:40:20.608;INFO;Controller;Status = Executing: Load;
05/04/19;09:40:20.608;INFO;Controller;State = Running;
