24/05/18;10:32:04.845;INFO;Interface;Command: ExecRobotTask (checktoolconfig,-1);
24/05/18;10:32:04.846;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
24/05/18;10:32:04.846;INFO;Controller;Status = Executing: checktoolconfig;
24/05/18;10:32:04.846;INFO;Controller;State = Running;
24/05/18;10:32:05.191;INFO;Robot Runtime;executing:    checktoolconfig;
24/05/18;10:32:05.232;INFO;Robot Runtime;Invalid Gripper: C014;
24/05/18;10:32:05.253;INFO;Robot Runtime;Invalid Gripper: C017;
24/05/18;10:32:05.274;INFO;Robot Runtime;Valid Gripper: C015;
24/05/18;10:32:05.297;INFO;Robot Runtime;Valid Gripper: C019;
24/05/18;10:32:05.320;INFO;Robot Runtime;Current Tool: C015 (Valid);
24/05/18;10:32:05.498;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
24/05/18;10:32:05.498;INFO;Controller;State = Ready;
24/05/18;10:56:55.318;INFO;Server;Command: ExecRobotTask (Initialize,500000);
24/05/18;10:56:55.318;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
24/05/18;10:56:55.318;INFO;Controller;Status = Executing: Initialize;
24/05/18;10:56:55.318;INFO;Controller;State = Running;
24/05/18;10:56:56.386;INFO;Robot Runtime;executing:    Initialize;
24/05/18;10:56:57.768;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
24/05/18;10:56:57.768;INFO;Controller;State = Ready;
24/05/18;10:56:58.020;INFO;Server;Command: ExecRobotTask (LatchRobGov,500000);
24/05/18;10:56:58.020;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
24/05/18;10:56:58.020;INFO;Controller;Status = Executing: LatchRobGov;
24/05/18;10:56:58.020;INFO;Controller;State = Running;
24/05/18;10:56:59.001;INFO;Robot Runtime;executing:    LatchRobGov;
24/05/18;10:56:59.663;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
24/05/18;10:56:59.664;INFO;Controller;State = Ready;
24/05/18;10:56:59.917;INFO;Server;Command: ExecRobotTask (TraceSample,500000);
24/05/18;10:56:59.917;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
24/05/18;10:56:59.917;INFO;Controller;Status = Executing: TraceSample;
24/05/18;10:56:59.917;INFO;Controller;State = Running;
24/05/18;10:57:00.815;INFO;Robot Runtime;executing:    TraceSample;
24/05/18;10:57:01.816;INFO;Controller;Activity ExecRobotTask ended. Return value: Done False/False/False;
24/05/18;10:57:01.816;INFO;Controller;State = Ready;
24/05/18;10:57:02.074;INFO;Server;Command: ExecRobotTask (CoolDown,500000);
24/05/18;10:57:02.074;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
24/05/18;10:57:02.074;INFO;Controller;Status = Executing: CoolDown;
24/05/18;10:57:02.074;INFO;Controller;State = Running;
24/05/18;10:57:03.108;INFO;Robot Runtime;executing:    CoolDown;
24/05/18;10:58:06.796;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
24/05/18;10:58:06.796;INFO;Controller;State = Ready;
24/05/18;10:58:07.239;INFO;Server;Command: ExecRobotTask (Load,500000);
24/05/18;10:58:07.240;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
24/05/18;10:58:07.240;INFO;Controller;Status = Executing: Load;
24/05/18;10:58:07.240;INFO;Controller;State = Running;
24/05/18;10:58:08.246;INFO;Robot Runtime;executing:    Load;
24/05/18;10:58:17.706;INFO;Controller;Activity ExecRobotTask ended. Return value: Done False/True/False;
24/05/18;10:58:17.706;INFO;Controller;State = Ready;
24/05/18;10:58:17.959;INFO;Server;Command: ExecRobotTask (Mount,500000);
