13/12/18;09:28:39.292;INFO;Interface;Command: Abort;
13/12/18;09:28:39.293;INFO;Robot;Abort;
13/12/18;10:08:49.892;INFO;Server;Command: ExecRobotTask (Initialize,500000);
13/12/18;10:08:49.893;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
13/12/18;10:08:49.893;INFO;Controller;Status = Executing: Initialize;
13/12/18;10:08:49.893;INFO;Controller;State = Running;
13/12/18;10:08:50.894;INFO;Robot Runtime;executing:    Initialize;
13/12/18;10:08:51.833;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
13/12/18;10:08:51.833;INFO;Controller;State = Ready;
13/12/18;10:08:51.859;INFO;Server;Command: ExecRobotTask (LatchRobGov,500000);
13/12/18;10:08:51.859;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
13/12/18;10:08:51.859;INFO;Controller;Status = Executing: LatchRobGov;
13/12/18;10:08:51.859;INFO;Controller;State = Running;
13/12/18;10:08:53.145;INFO;Robot Runtime;executing:    LatchRobGov;
13/12/18;10:08:53.743;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
13/12/18;10:08:53.743;INFO;Controller;State = Ready;
13/12/18;10:08:53.758;INFO;Server;Command: ExecRobotTask (TraceSample,500000);
13/12/18;10:08:53.758;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
13/12/18;10:08:53.758;INFO;Controller;Status = Executing: TraceSample;
13/12/18;10:08:53.758;INFO;Controller;State = Running;
13/12/18;10:08:54.790;INFO;Robot Runtime;executing:    TraceSample;
13/12/18;10:08:55.728;INFO;Controller;Activity ExecRobotTask ended. Return value: Done False/False/False;
13/12/18;10:08:55.728;INFO;Controller;State = Ready;
13/12/18;10:08:55.737;INFO;Server;Command: ExecRobotTask (CoolDown,500000);
13/12/18;10:08:55.737;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
13/12/18;10:08:55.737;INFO;Controller;Status = Executing: CoolDown;
13/12/18;10:08:55.738;INFO;Controller;State = Running;
13/12/18;10:08:56.584;INFO;Robot Runtime;executing:    CoolDown;
13/12/18;10:10:20.943;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
13/12/18;10:10:20.943;INFO;Controller;State = Ready;
13/12/18;10:10:21.143;INFO;Server;Command: ExecRobotTask (Load,500000);
13/12/18;10:10:21.144;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
13/12/18;10:10:21.144;INFO;Controller;Status = Executing: Load;
13/12/18;10:10:21.144;INFO;Controller;State = Running;
13/12/18;10:10:22.447;INFO;Robot Runtime;executing:    Load;
13/12/18;10:10:32.038;INFO;Controller;Activity ExecRobotTask ended. Return value: Done False/True/False;
13/12/18;10:10:32.039;INFO;Controller;State = Ready;
13/12/18;10:10:32.056;INFO;Server;Command: ExecRobotTask (Mount,500000);
13/12/18;10:10:32.056;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
13/12/18;10:10:32.056;INFO;Controller;Status = Executing: Mount;
13/12/18;10:10:32.056;INFO;Controller;State = Running;
13/12/18;10:10:33.058;INFO;Robot Runtime;executing:    Mount;
13/12/18;10:10:40.127;INFO;Controller;Activity ExecRobotTask ended. Return value: Done True/False/False;
13/12/18;10:10:40.128;INFO;Controller;State = Ready;
13/12/18;10:10:40.138;INFO;Server;Command: ExecRobotTask (Park,500000);
13/12/18;10:10:40.138;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
13/12/18;10:10:40.138;INFO;Controller;Status = Executing: Park;
13/12/18;10:10:40.138;INFO;Controller;State = Running;
13/12/18;10:10:40.987;INFO;Robot Runtime;executing:    Park;
13/12/18;10:10:44.395;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
13/12/18;10:10:44.395;INFO;Controller;State = Ready;
13/12/18;10:10:44.409;INFO;Server;Command: ExecRobotTask (UnlatchRobGov,500000);
13/12/18;10:10:44.410;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
13/12/18;10:10:44.410;INFO;Controller;Status = Executing: UnlatchRobGov;
13/12/18;10:10:44.410;INFO;Controller;State = Running;
13/12/18;10:10:45.709;INFO;Robot Runtime;executing:    UnlatchRobGov;
13/12/18;10:10:46.139;INFO;Controller;Activity ExecRobotTask ended. Return value: Done;
13/12/18;10:10:46.139;INFO;Controller;State = Ready;
13/12/18;10:19:23.516;INFO;Server;Command: ExecRobotTask (Unmount,500000);
13/12/18;10:19:23.516;INFO;Controller;Executing asynchronous activity: ExecRobotTask;
13/12/18;10:19:23.516;INFO;Controller;Status = Executing: Unmount;
13/12/18;10:19:23.516;INFO;Controller;State = Running;
13/12/18;10:19:24.518;INFO;Robot Runtime;executing:    Unmount;
